packet_id,timestamp,src_ip,dst_ip,protocol_name,length,sport,dport,is_tls,protocol,has_payload,anomaly,anomaly_score
4173,1499428867.70013,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,275,1041,49666,0,6,1,1,0.07742569972953517
4174,1499428867.700222,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,182,49666,1041,0,6,1,1,0.10324098532030973
4175,1499428867.700271,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,182,49666,1041,0,6,1,1,0.10324098532030973
4176,1499428867.700396,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,302,1041,49666,0,6,1,1,0.07364103402966404
4177,1499428867.700398,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,302,1041,49666,0,6,1,1,0.07364103402966404
4178,1499428867.700825,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,238,49666,1041,0,6,1,1,0.10036202970028624
4179,1499428867.700829,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,238,49666,1041,0,6,1,1,0.10036202970028624
4180,1499428867.73603,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49436,389,0,6,1,1,0.16050028734993055
4181,1499428867.736034,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49436,389,0,6,1,1,0.16050028734993055
4182,1499428867.761531,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49437,389,0,6,1,1,0.1630401823292127
4183,1499428867.761534,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49437,389,0,6,1,1,0.1630401823292127
4184,1499428867.761572,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,389,49437,0,6,1,1,0.12714411994554853
4185,1499428867.761575,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,389,49437,0,6,1,1,0.12714411994554853
4186,1499428867.761597,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49437,389,0,6,1,1,0.16050028734993055
4187,1499428867.761645,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49437,389,0,6,1,1,0.16050028734993055
4188,1499428867.764229,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,1732,49437,389,0,6,1,-1,-0.03345611255471648
4189,1499428867.764234,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,1732,49437,389,0,6,1,-1,-0.03345611255471648
4190,1499428867.764269,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49437,0,6,1,1,0.13032238872074842
4191,1499428867.764272,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49437,0,6,1,1,0.13032238872074842
4192,1499428867.764769,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,257,389,49437,0,6,1,1,0.11403872999841119
4193,1499428867.764772,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,257,389,49437,0,6,1,1,0.11403872999841119
4194,1499428867.766338,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,187,49437,389,0,6,1,1,0.14398431682934532
4195,1499428867.766341,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,187,49437,389,0,6,1,1,0.14398431682934532
4196,1499428867.766415,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,260,389,49437,0,6,1,1,0.11403872999841119
4197,1499428867.766419,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,260,389,49437,0,6,1,1,0.11403872999841119
4198,1499428867.780406,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49438,88,0,6,1,1,0.15090829677649986
4199,1499428867.780409,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49438,88,0,6,1,1,0.15090829677649986
4200,1499428867.780454,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,88,49438,0,6,1,1,0.12055555359156916
4201,1499428867.780457,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,88,49438,0,6,1,1,0.12055555359156916
4202,1499428867.78049,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49438,88,0,6,1,1,0.14803012822067907
4203,1499428867.780538,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49438,88,0,6,1,1,0.14803012822067907
4204,1499428867.780539,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,289,49438,88,0,6,1,1,0.1254324969785609
4205,1499428867.780541,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,289,49438,88,0,6,1,1,0.1254324969785609
4206,1499428867.78091,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,277,88,49438,0,6,1,1,0.09914925950032721
4207,1499428867.780913,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,277,88,49438,0,6,1,1,0.09914925950032721
4208,1499428867.780977,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49438,88,0,6,1,1,0.14803012822067907
4209,1499428867.78098,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49438,88,0,6,1,1,0.14803012822067907
4210,1499428867.780988,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49438,0,6,1,1,0.1237238454780264
4211,1499428867.781037,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49438,0,6,1,1,0.1237238454780264
4212,1499428867.781037,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49438,0,6,1,1,0.1237238454780264
4213,1499428867.781038,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49438,0,6,1,1,0.1237238454780264
4214,1499428867.781127,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49439,88,0,6,1,1,0.15090829677649986
4215,1499428867.781164,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,88,49439,0,6,1,1,0.12055555359156916
4216,1499428867.781176,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49439,88,0,6,1,1,0.15090829677649986
4217,1499428867.781213,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,88,49439,0,6,1,1,0.12055555359156916
4218,1499428867.781225,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49439,88,0,6,1,1,0.14803012822067907
4219,1499428867.781226,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49439,88,0,6,1,1,0.14803012822067907
4220,1499428867.781274,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,369,49439,88,0,6,1,1,0.12196664972612264
4221,1499428867.781275,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,369,49439,88,0,6,1,1,0.12196664972612264
4222,1499428867.782002,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,1586,88,49439,0,6,1,-1,-0.010063989308692456
4223,1499428867.782007,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,1586,88,49439,0,6,1,-1,-0.010063989308692456
4224,1499428867.782061,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49439,88,0,6,1,1,0.14803012822067907
4225,1499428867.782103,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49439,0,6,1,1,0.1237238454780264
4226,1499428867.78211,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49439,88,0,6,1,1,0.14803012822067907
4227,1499428867.782111,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49439,88,0,6,1,1,0.14803012822067907
4228,1499428867.782112,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49439,88,0,6,1,1,0.14803012822067907
4229,1499428867.782173,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49439,0,6,1,1,0.1237238454780264
4230,1499428867.782174,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49439,0,6,1,1,0.1237238454780264
4231,1499428867.782175,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49439,0,6,1,1,0.1237238454780264
4232,1499428867.782353,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49440,88,0,6,1,1,0.15090829677649986
4233,1499428867.782401,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,66,49440,88,0,6,1,1,0.15090829677649986
4234,1499428867.782451,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,88,49440,0,6,1,1,0.12055555359156916
4235,1499428867.782452,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,66,88,49440,0,6,1,1,0.12055555359156916
4236,1499428867.782499,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49440,88,0,6,1,1,0.14803012822067907
4237,1499428867.7825,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49440,88,0,6,1,1,0.14803012822067907
4238,1499428867.782549,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,1586,49440,88,0,6,1,-1,-0.0212274831331688
4239,1499428867.782551,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,1586,49440,88,0,6,1,-1,-0.0212274831331688
4240,1499428867.782598,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49440,0,6,1,1,0.1237238454780264
4241,1499428867.782598,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49440,0,6,1,1,0.1237238454780264
4242,1499428867.783295,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,1549,88,49440,0,6,1,1,0.002448243837484765
4243,1499428867.783364,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,1549,88,49440,0,6,1,1,0.002448243837484765
4244,1499428867.783365,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49440,88,0,6,1,1,0.14803012822067907
4245,1499428867.783366,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49440,88,0,6,1,1,0.14803012822067907
4246,1499428867.783413,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49440,88,0,6,1,1,0.14803012822067907
4247,1499428867.783413,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49440,88,0,6,1,1,0.14803012822067907
4248,1499428867.783414,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49440,0,6,1,1,0.1237238454780264
4249,1499428867.783415,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49440,0,6,1,1,0.1237238454780264
4250,1499428867.783416,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49440,0,6,1,1,0.1237238454780264
4251,1499428867.78348,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,88,49440,0,6,1,1,0.1237238454780264
4252,1499428867.797811,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,1071,49437,389,0,6,1,1,0.023372101109909615
4253,1499428867.797858,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,1071,49437,389,0,6,1,1,0.023372101109909615
4254,1499428867.798073,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,108,389,49437,0,6,1,1,0.12376050341825423
4255,1499428867.798076,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,108,389,49437,0,6,1,1,0.12376050341825423
4256,1499428867.798295,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,97,49437,389,0,6,1,1,0.1573484914103092
4257,1499428867.798385,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,97,49437,389,0,6,1,1,0.1573484914103092
4258,1499428867.798396,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49437,0,6,1,1,0.13032238872074842
4259,1499428867.798399,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49437,0,6,1,1,0.13032238872074842
4260,1499428867.798457,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49437,0,6,1,1,0.13032238872074842
4261,1499428867.798458,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49437,0,6,1,1,0.13032238872074842
4262,1499428867.798476,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49437,389,0,6,1,1,0.16050028734993055
4263,1499428867.798477,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,60,49437,389,0,6,1,1,0.16050028734993055
4264,1499428867.798581,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,97,49436,389,0,6,1,1,0.1573484914103092
4265,1499428867.798629,b8:ac:6f:36:07:ee,18:66:da:9b:e3:7d,Ethernet,97,49436,389,0,6,1,1,0.1573484914103092
4266,1499428867.798668,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49436,0,6,1,1,0.13032238872074842
4267,1499428867.798672,18:66:da:9b:e3:7d,b8:ac:6f:36:07:ee,Ethernet,60,389,49436,0,6,1,1,0.13032238872074842
4268,1499428867.8708,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,139,53,53148,0,17,1,1,0.030337293168063217
4269,1499428867.870803,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,139,53,53148,0,17,1,1,0.030337293168063217
4270,1499428867.870863,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,137,53,52921,0,17,1,1,0.03335090386633954
4271,1499428867.870864,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,137,53,52921,0,17,1,1,0.03335090386633954
4272,1499428867.871366,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4273,1499428867.871413,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4274,1499428867.871414,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4275,1499428867.871415,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4276,1499428867.871416,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4277,1499428867.871417,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4278,1499428867.871418,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4279,1499428867.87142,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4280,1499428867.871421,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4281,1499428867.871422,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4282,1499428867.871423,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,66,60423,5355,0,17,1,-1,-0.01104429741812496
4283,1499428867.901005,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4284,1499428867.901012,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4285,1499428867.901014,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4286,1499428867.901015,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4287,1499428867.901017,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4288,1499428867.901018,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4289,1499428867.901019,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4290,1499428867.901021,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4291,1499428867.901022,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4292,1499428867.901023,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4293,1499428867.901025,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4294,1499428867.901436,00:c1:b1:14:eb:31,b8:ac:6f:1d:1f:6c,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
4295,1499428867.908026,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1040,135,0,6,1,1,0.18079608640629025
4296,1499428867.90803,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1040,135,0,6,1,1,0.18079608640629025
4297,1499428867.908033,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1041,49666,0,6,1,1,0.10382612172080441
4298,1499428867.908036,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1041,49666,0,6,1,1,0.10382612172080441
4299,1499428867.916925,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,66,1042,445,0,6,1,1,0.184156237028891
4300,1499428867.916928,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,66,1042,445,0,6,1,1,0.184156237028891
4301,1499428867.916966,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,66,445,1042,0,6,1,1,0.17646554825366845
4302,1499428867.916969,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,66,445,1042,0,6,1,1,0.17646554825366845
4303,1499428867.917035,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1042,445,0,6,1,1,0.18954417007989643
4304,1499428867.917083,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1042,445,0,6,1,1,0.18954417007989643
4305,1499428867.917084,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,213,1042,445,0,6,1,1,0.16150347687152233
4306,1499428867.917085,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,213,1042,445,0,6,1,1,0.16150347687152233
4307,1499428867.917343,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,306,445,1042,0,6,1,1,0.15380994377306717
4308,1499428867.917346,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,306,445,1042,0,6,1,1,0.15380994377306717
4309,1499428867.917466,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,162,1042,445,0,6,1,1,0.17499810394965892
4310,1499428867.91747,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,162,1042,445,0,6,1,1,0.17499810394965892
4311,1499428867.917698,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,306,445,1042,0,6,1,1,0.15380994377306717
4312,1499428867.917702,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,306,445,1042,0,6,1,1,0.15380994377306717
4313,1499428867.918277,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,1514,1042,445,0,6,1,1,0.058625352185454394
4314,1499428867.918283,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,3126,1042,445,0,6,1,-1,-0.034176809467681424
4315,1499428867.918286,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,1666,1042,445,0,6,1,1,0.030555705698506075
4316,1499428867.918332,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,60,445,1042,0,6,1,1,0.17889556139148133
4317,1499428867.918335,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,60,445,1042,0,6,1,1,0.17889556139148133
4318,1499428867.918967,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,314,445,1042,0,6,1,1,0.15380994377306717
4319,1499428867.918971,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,314,445,1042,0,6,1,1,0.15380994377306717
4320,1499428867.919164,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,172,1042,445,0,6,1,1,0.17167005353806514
4321,1499428867.919167,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,172,1042,445,0,6,1,1,0.17167005353806514
4322,1499428867.919208,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,138,445,1042,0,6,1,1,0.16298202120103666
4323,1499428867.919256,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,138,445,1042,0,6,1,1,0.16298202120103666
4324,1499428867.919363,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,182,1042,445,0,6,1,1,0.1690241833151484
4325,1499428867.919411,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,182,1042,445,0,6,1,1,0.1690241833151484
4326,1499428867.919457,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,260,445,1042,0,6,1,1,0.15850463388281377
4327,1499428867.919506,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,260,445,1042,0,6,1,1,0.15850463388281377
4328,1499428867.936469,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,222,1040,135,0,6,1,1,0.15134318349971454
4329,1499428867.936473,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,222,1040,135,0,6,1,1,0.15134318349971454
4330,1499428867.936571,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,226,135,1040,0,6,1,1,0.15062901597913797
4331,1499428867.936619,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,226,135,1040,0,6,1,1,0.15062901597913797
4332,1499428867.936949,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,66,1043,88,0,6,1,1,0.17192856275073637
4333,1499428867.936952,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,66,1043,88,0,6,1,1,0.17192856275073637
4334,1499428867.936993,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,66,88,1043,0,6,1,1,0.16634025023530408
4335,1499428867.936996,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,66,88,1043,0,6,1,1,0.16634025023530408
4336,1499428867.937016,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1043,88,0,6,1,1,0.17599994143032244
4337,1499428867.937017,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1043,88,0,6,1,1,0.17599994143032244
4338,1499428867.937065,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,287,1043,88,0,6,1,1,0.14025824240305085
4339,1499428867.937067,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,287,1043,88,0,6,1,1,0.14025824240305085
4340,1499428867.937409,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,261,88,1043,0,6,1,1,0.14344601893227804
4341,1499428867.937412,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,261,88,1043,0,6,1,1,0.14344601893227804
4342,1499428867.937496,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1043,88,0,6,1,1,0.17599994143032244
4343,1499428867.937536,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,60,88,1043,0,6,1,1,0.17073399402522477
4344,1499428867.937545,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1043,88,0,6,1,1,0.17599994143032244
4345,1499428867.937585,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,60,88,1043,0,6,1,1,0.17073399402522477
4346,1499428867.937586,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,60,88,1043,0,6,1,1,0.17073399402522477
4347,1499428867.937587,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,60,88,1043,0,6,1,1,0.17073399402522477
4348,1499428867.943988,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,76,59723,53,0,17,1,1,0.04088460515101189
4349,1499428867.943991,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,76,59723,53,0,17,1,1,0.04088460515101189
4350,1499428867.944173,18:66:da:9b:e3:7d,00:c1:b1:14:eb:31,Ethernet,87,60375,53,0,17,1,1,0.05139690599870428
4351,1499428867.953883,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,66,1044,88,0,6,1,1,0.17247781472737322
4352,1499428867.953887,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,66,1044,88,0,6,1,1,0.17247781472737322
4353,1499428867.953923,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,66,88,1044,0,6,1,1,0.16634025023530408
4354,1499428867.953927,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,66,88,1044,0,6,1,1,0.16634025023530408
4355,1499428867.953947,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1044,88,0,6,1,1,0.17654368785458452
4356,1499428867.953949,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1044,88,0,6,1,1,0.17654368785458452
4357,1499428867.95395,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,367,1044,88,0,6,1,1,0.13113239045160968
4358,1499428867.953996,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,367,1044,88,0,6,1,1,0.13113239045160968
4359,1499428867.954617,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,1586,88,1044,0,6,1,1,0.061230344347933285
4360,1499428867.954621,18:66:da:9b:e3:7d,b8:ac:6f:1d:1f:6c,Ethernet,1586,88,1044,0,6,1,1,0.061230344347933285
4361,1499428867.954698,b8:ac:6f:1d:1f:6c,18:66:da:9b:e3:7d,Ethernet,60,1044,88,0,6,1,1,0.17654368785458452
